id,sourceFile,sourceType,section,domain,skill,difficulty,questionType,correctAnswer,reviewStatus,visibility,publicationStatus,contentAuditVersion,contentAuditVerdict,promptWords,severity,issues,warnings,governance,topicKey,skeletonKey
antigravity-ab825743,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,31,pass,,,private_family_only,fundamentally,v literary critic argues that mary shelley v frankenstein is fundamentally v critique of unchecked scientific ambition not v horror novel which quotation from the novel would most 
antigravity-2f0b0509,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,26,pass,,,private_family_only,transformative,v historian claims that the printing press was the most transformative invention of the #th century which piece of evidence would most directly support this claim
antigravity-ab37b2fa,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,20,pass,,,private_family_only,significantly,an ecologist claims that urban green spaces significantly improve residents mental health which finding would most effectively support this claim
antigravity-250fe686,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,23,pass,,,private_family_only,nutritionist,v nutritionist argues that breakfast is the most important meal of the day for academic performance which finding would most weaken this claim
antigravity-330fe6ad,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,21,pass,,,private_family_only,mathematical,v researcher claims that music training in childhood permanently enhances mathematical reasoning ability which evidence would most directly support this claim
antigravity-81f6ccf2,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,16,pass,,,private_family_only,productivity,an architect argues that open plan offices reduce employee productivity which quotation would best support this claim
antigravity-0ecbe811,antigravity-bank.json,antigravity,Reading and Writing,Information and Ideas,Command of Evidence: Textual,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,21,pass,,,private_family_only,psychologist,v psychologist claims that exposure to nature reduces stress hormones which study design would provide the strongest evidence for this claim
antigravity-67e132b8,antigravity-bank.json,antigravity,Math,Advanced Math,Equivalent expressions,Easy,student_produced_response,6,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,15,pass,,,private_family_only,simplify,simplify frac v # # v # for v neq # evaluate at v #
antigravity-4e22e809,antigravity-bank.json,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,14,pass,,,private_family_only,expression,which expression is equivalent to frac #v # #v #v for v neq #
antigravity-8c3d2d07,antigravity-bank.json,antigravity,Math,Advanced Math,Equivalent expressions,Medium,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,11,pass,,,private_family_only,rewritten,complete the square v # #v # can be rewritten as
antigravity-40f7ce9c,antigravity-bank.json,antigravity,Math,Advanced Math,Equivalent expressions,Easy,student_produced_response,8,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,20,pass,,,private_family_only,simplify,simplify sqrt # express as v sqrt v where v is the smallest positive integer possible what is v v
antigravity-4e12dd1c,antigravity-bank.json,antigravity,Math,Advanced Math,Equivalent expressions,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,13,pass,,,private_family_only,expression,which expression is equivalent to frac v # v # v # #
antigravity-0f6537dd,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,79,pass,,,private_family_only,intelligence,text # psychologist carol dweck v growth mindset theory posits that students who believe intelligence can be developed through effort tend to achieve more than those who believe in
antigravity-d304ddc6,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,55,pass,,,private_family_only,turner,text # historian frederick jackson turner argued in # that the american frontier shaped the national character fostering individualism democracy and innovation text # modern histor
antigravity-0f6290dc,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,73,pass,,,private_family_only,globalization,text # economist joseph stiglitz argues that globalization has increased inequality within nations as the benefits of free trade disproportionately flow to corporations and wealthy
antigravity-1ebabeaa,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,80,pass,,,private_family_only,digital,text # author nicholas carr argues that the internet is rewiring our brains reducing our capacity for deep reading and sustained concentration as we adapt to the skim and click pat
antigravity-758ebc88,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Easy,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,68,pass,,,private_family_only,observation,text # zoologist jane goodall v decades of field observation revealed that chimpanzees use tools have complex social structures and exhibit behaviors previously thought to be uniqu
antigravity-b1cf4596,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,24,pass,,,private_family_only,experiment,having completed the experiment ahead of the research team celebrated with v dinner at v local restaurant which choice conforms to standard english
antigravity-f8490319,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,24,pass,,,private_family_only,consecutive,the company v profits which had been declining for three consecutive suddenly reversed course in the fourth quarter which choice conforms to standard english
antigravity-46c80915,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,24,pass,,,private_family_only,trained,the athletes who trained with the new coach significantly faster lap times than those who trained independently which choice conforms to standard english
antigravity-d8bfff5e,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,18,pass,,,private_family_only,artifacts,the museum v newest exhibit features artifacts from ancient egypt rome greece which choice conforms to standard english
antigravity-265f3582,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,23,pass,,,private_family_only,assumptions,the theory that the professor in her latest paper challenges widely accepted assumptions about dark matter which choice conforms to standard english
antigravity-67b2015a,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,21,pass,,,private_family_only,attendants,neither the pilot nor the flight attendants aware of the mechanical issue before takeoff which choice conforms to standard english
antigravity-b4ef876a,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,27,pass,,,private_family_only,presented,the evidence presented at the trial was so that the jury reached v unanimous verdict in less than two hours which choice conforms to standard english
antigravity-f2ff5305,antigravity-bank.json,antigravity,Reading and Writing,Standard English Conventions,"Form, Structure, and Sense",Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,26,pass,,,private_family_only,discovery,the discovery of water on mars which was announced by nasa in changed the direction of planetary science research which choice conforms to standard english
