id,sourceFile,sourceIndex,sourceType,section,domain,skill,difficulty,questionType,practicePool,priority,reason,severity,issues,warnings,depthFlags,explanationWords,correctExplanationWords,distractorExplanationCount,topicKey
antigravity-3d6d1612,antigravity-bank.json,1281,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:23_words;generic_distractor_teaching,71,23,3,minimum
antigravity-4630011c,antigravity-bank.json,2284,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:23_words;generic_distractor_teaching,71,23,3,whiskers
antigravity-a552ca9a,antigravity-bank.json,1159,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:23_words;generic_distractor_teaching,71,23,3,hypotenuse
antigravity-e810c810,antigravity-bank.json,1955,antigravity,Math,Algebra,Linear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:23_words;generic_distractor_teaching,71,23,3,
antigravity-f9335a81,antigravity-bank.json,1874,antigravity,Math,Algebra,Linear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:23_words;generic_distractor_teaching,71,23,3,
antigravity-024d986a,antigravity-bank.json,1332,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:24_words;generic_distractor_teaching,72,24,3,
antigravity-087e6497,antigravity-bank.json,1094,antigravity,Math,Algebra,Linear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:24_words;generic_distractor_teaching,72,24,3,membership
antigravity-1dc8c01c,antigravity-bank.json,1472,antigravity,Math,Algebra,Linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:24_words;generic_distractor_teaching,72,24,3,
antigravity-2ffd0936,antigravity-bank.json,407,antigravity,Math,Algebra,Linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:24_words;generic_distractor_teaching,72,24,3,x-intercept
antigravity-7c5797b3,antigravity-bank.json,1174,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:24_words;generic_distractor_teaching,72,24,3,parabola
antigravity-8f5dca71,antigravity-bank.json,1029,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:24_words;generic_distractor_teaching,72,24,3,length
antigravity-b1e50aaf,antigravity-bank.json,1249,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:24_words;generic_distractor_teaching,72,24,3,scatterplot
antigravity-bd104ad8,antigravity-bank.json,859,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:24_words;generic_distractor_teaching,72,24,3,largest
antigravity-dc18b078,antigravity-bank.json,761,antigravity,Reading and Writing,Craft and Structure,Cross-Text Connections,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,72,36,3,congestion
antigravity-e2c77d98,antigravity-bank.json,1038,antigravity,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:24_words;generic_distractor_teaching,72,24,3,probability
antigravity-436dbdfe,antigravity-bank.json,2389,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:25_words;generic_distractor_teaching,73,25,3,selection
antigravity-77e71768,antigravity-bank.json,1126,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:25_words;generic_distractor_teaching,73,25,3,
antigravity-feedbe7b,antigravity-bank.json,585,antigravity,Math,Problem-Solving and Data Analysis,Probability and conditional probability,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:25_words;generic_distractor_teaching,73,25,3,probability
antigravity-465bde49,antigravity-bank.json,902,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:26_words;generic_distractor_teaching,74,26,3,tendency
antigravity-9320c2a5,antigravity-bank.json,911,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:26_words;generic_distractor_teaching,74,26,3,
antigravity-22a08725,antigravity-bank.json,2944,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:27_words;generic_distractor_teaching,75,27,3,exterior
antigravity-adecc13d,antigravity-bank.json,895,antigravity,Math,Problem-Solving and Data Analysis,Percentages,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:27_words;generic_distractor_teaching,75,27,3,infrastructure
antigravity-afe39dca,antigravity-bank.json,1692,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:27_words;generic_distractor_teaching,75,27,3,
antigravity-b56f8d09,antigravity-bank.json,726,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:27_words;generic_distractor_teaching,75,27,3,interpretation
antigravity-b7327b95,antigravity-bank.json,1191,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:27_words;generic_distractor_teaching,75,27,3,relationship
antigravity-c37e23d0,antigravity-bank.json,1457,antigravity,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:27_words;generic_distractor_teaching,75,27,3,calculates
antigravity-7877deb5,antigravity-bank.json,1175,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:28_words;generic_distractor_teaching,76,28,3,rectangular
antigravity-7ddb17b6,antigravity-bank.json,1868,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:28_words;generic_distractor_teaching,76,28,3,stem-and-leaf
antigravity-9fa4b7dc,antigravity-bank.json,980,antigravity,Math,Advanced Math,Equivalent expressions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:28_words;generic_distractor_teaching,76,28,3,
antigravity-c9028cc0,antigravity-bank.json,120,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:28_words;generic_distractor_teaching,76,28,3,largest
antigravity-cd0acd86,antigravity-bank.json,150,antigravity,Math,Algebra,Systems of two linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:28_words;generic_distractor_teaching,76,28,3,
antigravity-d0fd4539,antigravity-bank.json,124,antigravity,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:28_words;generic_distractor_teaching,76,28,3,isosceles
antigravity-45f1d6dd,antigravity-bank.json,688,antigravity,Math,Algebra,Linear equations in one variable,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:29_words;generic_distractor_teaching,77,29,3,temperature
antigravity-aa9f4b3e,antigravity-bank.json,1344,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:29_words;generic_distractor_teaching,77,29,3,bacterial
antigravity-ae449eb5,antigravity-bank.json,930,antigravity,Math,Geometry and Trigonometry,Circles,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:29_words;generic_distractor_teaching,77,29,3,tangent
antigravity-b474f577,antigravity-bank.json,1111,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:29_words;generic_distractor_teaching,77,29,3,relationship
antigravity-c0f7c972,antigravity-bank.json,1167,antigravity,Math,Algebra,Linear equations in one variable,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:29_words;generic_distractor_teaching,77,29,3,consecutive
antigravity-340a2b95,antigravity-bank.json,956,antigravity,Math,Algebra,Linear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:30_words;generic_distractor_teaching,78,30,3,company
antigravity-5011d7b0,antigravity-bank.json,737,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:30_words;generic_distractor_teaching,78,30,3,correlation
antigravity-f8af47b2,antigravity-bank.json,1335,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:30_words;generic_distractor_teaching,78,30,3,undefined
antigravity-052ee0da,antigravity-bank.json,1241,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:31_words;generic_distractor_teaching,79,31,3,coefficients
antigravity-8e9bd475,antigravity-bank.json,1137,antigravity,Math,Algebra,Systems of two linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:31_words;generic_distractor_teaching,79,31,3,
antigravity-cc84abac,antigravity-bank.json,638,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:31_words;generic_distractor_teaching,79,31,3,relationship
antigravity-cd34fd33,antigravity-bank.json,557,antigravity,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:31_words;generic_distractor_teaching,79,31,3,consists
antigravity-41e013b2,antigravity-bank.json,323,antigravity,Math,Geometry and Trigonometry,Area and volume,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:32_words;generic_distractor_teaching,80,32,3,cylinder
antigravity-75138211,antigravity-bank.json,1095,antigravity,Math,Algebra,Linear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:32_words;generic_distractor_teaching,80,32,3,remaining
antigravity-8ab7504a,antigravity-bank.json,349,antigravity,Math,Algebra,Linear equations in two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:32_words;generic_distractor_teaching,80,32,3,
antigravity-a9b86e18,antigravity-bank.json,776,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:32_words;generic_distractor_teaching,80,32,3,
antigravity-bf7cacce,antigravity-bank.json,740,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:32_words;generic_distractor_teaching,80,32,3,radioactive
antigravity-d3bb1c5f,antigravity-bank.json,996,antigravity,Math,Problem-Solving and Data Analysis,Two-variable data: models and scatterplots,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:32_words;generic_distractor_teaching,80,32,3,relationship
antigravity-f126c7ec,antigravity-bank.json,727,antigravity,Math,Algebra,Linear inequalities in one or two variables,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:32_words;generic_distractor_teaching,80,32,3,constraints
antigravity-0b6d542e,antigravity-bank.json,1616,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:33_words;generic_distractor_teaching,81,33,3,exponential
antigravity-b9c7cd08,antigravity-bank.json,333,antigravity,Math,Geometry and Trigonometry,Right triangles and trigonometry,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:33_words;generic_distractor_teaching,81,33,3,against
antigravity-f9cfcf55,antigravity-bank.json,981,antigravity,Math,Advanced Math,Nonlinear functions,Easy,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,thin_math_explanation:33_words;generic_distractor_teaching,81,33,3,exponential
