sourceIndex,id,status,currentDomain,currentSkill,inferredDomain,inferredSkill,difficulty,correctAnswer,correctText,oldCorrectWords,oldCorrectMeetsMinimum,flagCount,flags
145,random_id_e8,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Information and Ideas,Inferences,Medium,A,"demonstrate that the idea of ""natural"" is a complex and ambiguous concept.",79,True,2,domain_mismatch:Expression of Ideas->Information and Ideas;skill_mismatch:Rhetorical Synthesis->Inferences
373,random_id_e8,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,It emphasizes the impact of Odalie’s journey on her personal growth.,79,True,0,
1099,random_id_english_1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,separates,79,True,0,
788,8d99f348,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Medium,A,want,80,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
188,f912357d,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Information and Ideas,Inferences,Medium,B,challenges the long-held belief that all large theropods were related to *Tyrannosaurus rex*.,80,True,1,skill_mismatch:Central Ideas and Details->Inferences
1041,random_id_a12,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"However, Dr. Johnson cautioned against generalizing these results to all students, noting that the study’s participants were all from a s...",80,True,0,
66,random_id_a2,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"Remove ""and"" from the sentence.",80,True,0,
912,8f19582d,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,—a musical genre that often reflected the anxieties and hopes of a generation struggling to find its place in a rapidly changing world.,81,True,0,
841,f83457dd,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"Maya Angelou’s novel, I Know Why the Caged Bird Sings tells the story of Angelou’s childhood.",81,True,0,
597,random_id_a3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The advent of the safety bicycle in the 1880s, which featured two wheels of equal size and a chain drive, made cycling a more popular and...",81,True,0,
603,random_id_b8,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"only active at night, and it had a unique, very complex mating ritual.",81,True,0,
1181,random_id_c3,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Information and Ideas,Inferences,Medium,A,the author is arguing that the world has become more complex and challenging to live in.,81,True,2,domain_mismatch:Expression of Ideas->Information and Ideas;skill_mismatch:Rhetorical Synthesis->Inferences
1418,13c01a2b,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"The restaurant’s owner, a woman named Sarah, has a passion for baking. She plans to offer a variety of classic pies, such as apple, pecan...",82,True,0,
410,145b7c3d,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"Despite the novel's complex themes, including the corrupting influence of wealth, the fleeting nature of love, and the illusion of the Am...",82,True,0,
663,f297c641,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,It provides an example that explains why it’s difficult to tell Roman structures and Etruscan structures apart.,82,True,0,
1370,random_id_a3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,The sentence contains a comma splice.,82,True,0,
762,random_id_c8,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,B,"The concept of the ‘wilderness’ has changed, but the underlying values of the wilderness movement remain unchanged; its meaning has becom...",82,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
72,random_id_e1,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,C,the study did not establish a causal relationship between antioxidant-rich foods and lower rates of disease.,82,True,0,
646,23c4b67a,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,slower and slower,83,True,0,
1153,e1e1401f,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,create a sense of place and mood for the reader.,83,True,0,
207,random_id_2,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,The study found that students who were required to take a course in logic were more likely to graduate on time than students who were not...,83,True,0,
1024,random_id_c3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"The crowd cheered wildly as the players danced across the stage in perfect synchronization, a testament to the dedication, hard work, and...",83,True,0,
393,random_id_c9,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"the societies of Spain and the Aztec Empire, but the references to beliefs and customs in Spain should be attributed to a coincidental re...",83,True,0,
926,5ac61c67,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"“The sun,” he wrote, “is a giant ball of burning gas that provides warmth and light to the earth, and without it no life could exist on o...",84,True,0,
49,a3c8d99a,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,B,There are different versions of the story of the Minotaur.,84,True,0,
1264,random_id_a9,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"However, Meucci never sought to patent his invention, and he never made it commercially available.",84,True,0,
226,random_id_e2,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"No, they won’t; they’ll think you’ve got to do it for nothing, because they can do it themselves. . . . That’s so; that’s just the way it...",84,True,0,
1218,a19a46ff,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"For example, turning off the lights, which was selected by 19.6 percent of respondents, is a curtailment.",85,True,0,
352,a47693b2,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,A,"she was also known for her activism, particularly in the Civil Rights movement.",87,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
1376,random_id_c6,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"To do this, we need to be willing to step outside of our comfort zones and challenge our assumptions.",87,True,0,
647,41699936,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,the Voting Rights Act was a major victory for the civil rights movement and,88,True,0,
239,7863a982,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,empowering our employees to achieve their full potential and become the best versions of themselves,88,True,0,
1267,b897992a,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,B,provide a specific example that supports a claim about behavioral economics.,88,True,0,
686,8a77a4b5,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,B,illustrate that the author believes digital technology can have a negative impact on social interactions.,89,True,0,
215,random_id_a8,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The study, which was published in the journal *Nature*, found that the new drug was effective in treating a range of diseases and the res...",89,True,0,
913,45672391,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Information and Ideas,Central Ideas and Details,Medium,D,The development of language and the development of human civilization are inextricably linked.,90,True,2,domain_mismatch:Standard English Conventions->Information and Ideas;skill_mismatch:Boundaries->Central Ideas and Details
1053,random_id_b12,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"I have the right to tell my story, to tell it as I see fit.",90,True,0,
530,random_id_e12,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,"Genetic engineering has the potential to benefit society, but scientists must be careful not to use it in ways that are harmful or contro...",90,True,0,
14,34ac6b78,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,D,"The first time the young boy saw the large, white house, it felt more like an amusement park than a place to live. The house had a carous...",92,True,0,
1171,457324da,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"A group of friends gathering to celebrate a special occasion can be a magical event, especially when they are all there in the same place...",92,True,0,
203,6546876b,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,C,the author is trying to make the central point of the passage more clear and accessible to the reader.,92,True,0,
495,a84e518f,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The planet, which has been given the designation GJ 3470b, has a mass that is about 70% of Jupiter’s, but it orbits its star at a distanc...",92,True,0,
354,random_id_c3,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Medium,B,who are famously known for their first successful airplane flight,93,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
1348,random_id_e1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,was credited with creating the first working prototype in 1964.,93,True,0,
